insert, 0.046875, 10000, 793, 390.506, 3.68775e-06
insert, 0.09375, 20000, 795, 395.26, 7.15235e-06
insert, 0.140625, 30000, 796, 398.959, 7.15235e-06
insert, 0.171875, 40000, 797, 397.958, 8.0883e-06
insert, 0.21875, 50000, 797, 398.936, 8.79741e-06
insert, 0.265625, 60000, 798, 400.249, 9.68634e-06
insert, 0.3125, 70000, 799, 399.826, 1.01972e-05
insert, 0.359375, 80000, 799, 400.256, 1.06141e-05
insert, 0.40625, 90000, 799, 400.713, 1.11761e-05
insert, 0.453125, 100000, 799, 400.438, 1.15159e-05
insert, 0.5, 110000, 799, 400.979, 1.19692e-05
insert, 0.546875, 120000, 799, 401.313, 1.2242e-05
insert, 0.59375, 130000, 800, 401.206, 1.23732e-05
insert, 0.65625, 140000, 800, 401.6, 1.2721e-05
insert, 0.703125, 150000, 800, 401.654, 1.30463e-05
insert, 0.75, 160000, 800, 401.531, 1.33526e-05
insert, 0.8125, 170000, 800, 401.912, 1.34471e-05
insert, 0.859375, 180000, 800, 401.972, 1.36287e-05
insert, 0.921875, 190000, 801, 402.005, 1.38826e-05
insert, 0.96875, 200000, 801, 402.256, 1.41256e-05
insert, 1.03125, 210000, 801, 402.123, 1.42798e-05
insert, 1.09375, 220000, 801, 402.125, 1.44976e-05
insert, 1.14062, 230000, 801, 402.473, 1.47081e-05
insert, 1.20312, 240000, 801, 402.37, 1.4842e-05
insert, 1.26562, 250000, 801, 402.442, 1.4969e-05
insert, 1.32812, 260000, 801, 402.779, 1.50905e-05
insert, 1.375, 270000, 801, 402.573, 1.52688e-05
insert, 1.4375, 280000, 801, 402.614, 1.53837e-05
insert, 1.5, 290000, 801, 402.908, 1.54387e-05
insert, 1.5625, 300000, 801, 402.777, 1.55451e-05
insert, 1.625, 310000, 801, 402.899, 1.55961e-05
insert, 1.6875, 320000, 802, 403.118, 1.5746e-05
insert, 1.76562, 330000, 802, 402.97, 1.58429e-05
insert, 1.82812, 340000, 802, 403.035, 1.59363e-05
insert, 1.89062, 350000, 802, 403.162, 1.60267e-05
insert, 1.95312, 360000, 802, 403.06, 1.60706e-05
insert, 2.03125, 370000, 802, 403.195, 1.61572e-05
insert, 2.09375, 380000, 802, 403.32, 1.62413e-05
insert, 2.17188, 390000, 802, 403.2, 1.62819e-05
insert, 2.23438, 400000, 802, 403.288, 1.64011e-05
insert, 2.3125, 410000, 802, 403.339, 1.64011e-05
insert, 2.375, 420000, 802, 403.3, 1.65147e-05
insert, 2.45312, 430000, 802, 403.446, 1.65887e-05
insert, 2.53125, 440000, 802, 403.483, 1.66966e-05
insert, 2.60938, 450000, 802, 403.464, 1.68019e-05
insert, 2.6875, 460000, 802, 403.586, 1.6905e-05
insert, 2.75, 470000, 802, 403.562, 1.70062e-05
insert, 2.82812, 480000, 802, 403.564, 1.71052e-05
insert, 2.90625, 490000, 802, 403.737, 1.71374e-05
insert, 2.98438, 500000, 802, 403.724, 1.72641e-05
remove, 0, 500000, 803, 403.85, 1.72953e-05
remove, 0.09375, 490000, 803, 403.835, 1.72953e-05
remove, 0.171875, 480000, 803, 403.801, 1.72953e-05
remove, 0.25, 470000, 803, 403.77, 1.72953e-05
remove, 0.328125, 460000, 803, 403.75, 1.72953e-05
remove, 0.40625, 450000, 803, 403.707, 1.72953e-05
remove, 0.484375, 440000, 803, 403.702, 1.72953e-05
remove, 0.578125, 430000, 803, 403.649, 1.72953e-05
remove, 0.65625, 420000, 803, 403.615, 1.72953e-05
remove, 0.734375, 410000, 803, 403.571, 1.72953e-05
remove, 0.8125, 400000, 803, 403.528, 1.72953e-05
remove, 0.890625, 390000, 803, 403.516, 1.72953e-05
remove, 0.96875, 380000, 803, 403.46, 1.72953e-05
remove, 1.04688, 370000, 803, 403.452, 1.72953e-05
remove, 1.125, 360000, 803, 403.42, 1.72953e-05
remove, 1.20312, 350000, 803, 403.36, 1.72953e-05
remove, 1.28125, 340000, 802, 403.301, 1.72953e-05
remove, 1.35938, 330000, 802, 403.246, 1.72953e-05
remove, 1.42188, 320000, 802, 403.225, 1.72953e-05
remove, 1.5, 310000, 802, 403.147, 1.72953e-05
remove, 1.57812, 300000, 802, 403.112, 1.72953e-05
remove, 1.64062, 290000, 802, 403.074, 1.72953e-05
remove, 1.71875, 280000, 802, 402.998, 1.72953e-05
remove, 1.79688, 270000, 802, 402.977, 1.72953e-05
remove, 1.85938, 260000, 802, 402.893, 1.72953e-05
remove, 1.9375, 250000, 802, 402.87, 1.72953e-05
remove, 2, 240000, 802, 402.789, 1.72953e-05
remove, 2.0625, 230000, 802, 402.705, 1.72953e-05
remove, 2.125, 220000, 802, 402.657, 1.72953e-05
remove, 2.1875, 210000, 801, 402.541, 1.72953e-05
remove, 2.26562, 200000, 801, 402.543, 1.72953e-05
remove, 2.32812, 190000, 801, 402.43, 1.72953e-05
remove, 2.39062, 180000, 801, 402.337, 1.72953e-05
remove, 2.4375, 170000, 801, 402.263, 1.72953e-05
remove, 2.5, 160000, 801, 402.116, 1.72953e-05
remove, 2.5625, 150000, 800, 402.06, 1.72953e-05
remove, 2.625, 140000, 800, 401.935, 1.72953e-05
remove, 2.67188, 130000, 800, 401.852, 1.72953e-05
remove, 2.73438, 120000, 800, 401.728, 1.72953e-05
remove, 2.79688, 110000, 800, 401.546, 1.72953e-05
remove, 2.84375, 100000, 800, 401.498, 1.72953e-05
remove, 2.90625, 90000, 800, 401.188, 1.72953e-05
remove, 2.95312, 80000, 799, 401.111, 1.72953e-05
remove, 3.01562, 70000, 799, 400.907, 1.72953e-05
remove, 3.0625, 60000, 799, 400.563, 1.72953e-05
remove, 3.10938, 50000, 798, 400.303, 1.72953e-05
remove, 3.17188, 40000, 798, 399.726, 1.72953e-05
remove, 3.21875, 30000, 798, 399.421, 1.72953e-05
remove, 3.26562, 20000, 796, 398.698, 1.72953e-05
remove, 3.3125, 10000, 793, 397.633, 1.72953e-05
